timestamp,Germany_2035_Hourly_Demand_MW
2035-01-03 17:00:00,64339.00539050762
2035-01-03 18:00:00,69304.29005140581
2035-01-03 19:00:00,65664.79999961694
2035-01-03 20:00:00,66449.05167473151
2035-01-03 21:00:00,68702.73575230068
2035-01-03 22:00:00,75994.81326797923
2035-01-03 23:00:00,82014.85264699007
2035-01-04 00:00:00,91305.16940591873
2035-01-04 01:00:00,90691.44466327505
2035-01-04 02:00:00,90026.26422206599
2035-01-04 03:00:00,100119.08407658065
2035-01-04 04:00:00,105237.23021150753
2035-01-04 05:00:00,105724.53713196717
2035-01-04 06:00:00,105517.5194991338
2035-01-04 07:00:00,101830.66604121495
2035-01-04 08:00:00,107916.53046108308
2035-01-04 09:00:00,97767.34593324253
2035-01-04 10:00:00,98687.47443131669
2035-01-04 11:00:00,88886.76704550345
2035-01-04 12:00:00,82330.76370562945
2035-01-04 13:00:00,84763.84171214058
2035-01-04 14:00:00,75053.06163549887
2035-01-04 15:00:00,67112.31422377471
2035-01-04 16:00:00,74217.19293413738
2035-01-04 17:00:00,63595.33350580414
2035-01-04 18:00:00,63503.44747622597
2035-01-04 19:00:00,60321.4921063355
2035-01-04 20:00:00,66040.83377803148
2035-01-04 21:00:00,70549.58889695634
2035-01-04 22:00:00,72830.97287241755
2035-01-04 23:00:00,78369.53601947268
2035-01-05 00:00:00,81044.86583225119
2035-01-05 01:00:00,90872.92537882275
2035-01-05 02:00:00,95742.14026969575
2035-01-05 03:00:00,88733.61607167868
2035-01-05 04:00:00,103433.97637739674
2035-01-05 05:00:00,111990.48381478996
2035-01-05 06:00:00,112204.04440206008
2035-01-05 07:00:00,107385.70159717256
2035-01-05 08:00:00,102774.60965601074
2035-01-05 09:00:00,95723.8475244825
2035-01-05 10:00:00,92100.49877990138
2035-01-05 11:00:00,87640.3957804628
2035-01-05 12:00:00,83882.35154327187
2035-01-05 13:00:00,76275.69132101112
2035-01-05 14:00:00,71315.9517187354
2035-01-05 15:00:00,72195.72021379413
2035-01-05 16:00:00,65496.82226096517
2035-01-05 17:00:00,66276.9222058765
2035-01-05 18:00:00,66811.3429446917
2035-01-05 19:00:00,68849.05024819984
2035-01-05 20:00:00,62727.206833250435
2035-01-05 21:00:00,71568.74781900964
2035-01-05 22:00:00,74283.38592240166
2035-01-05 23:00:00,77273.39393732385
2035-01-06 00:00:00,85042.10257885857
2035-01-06 01:00:00,89529.50128595374
2035-01-06 02:00:00,95889.3547983673
2035-01-06 03:00:00,99431.32153839573
2035-01-06 04:00:00,104794.67501078491
2035-01-06 05:00:00,105586.5184626497
2035-01-06 06:00:00,104642.64258444641
2035-01-06 07:00:00,100356.21599218957
2035-01-06 08:00:00,103422.95481100913
2035-01-06 09:00:00,96557.25241047236
2035-01-06 10:00:00,86770.82439966056
2035-01-06 11:00:00,86624.83454024416
2035-01-06 12:00:00,82682.37819639177
2035-01-06 13:00:00,74279.72107360946
2035-01-06 14:00:00,75325.03154491425
2035-01-06 15:00:00,66286.24645069825
2035-01-06 16:00:00,65893.95478296083
2035-01-06 17:00:00,61407.041180625114
2035-01-06 18:00:00,68044.22704494189
2035-01-06 19:00:00,66828.59539240508
2035-01-06 20:00:00,66762.27068426918
2035-01-06 21:00:00,68579.96806288348
2035-01-06 22:00:00,73279.07659612391
2035-01-06 23:00:00,83254.49479739697
2035-01-07 00:00:00,84779.71737641178
2035-01-07 01:00:00,90681.74971272705
2035-01-07 02:00:00,91535.13214119866
2035-01-07 03:00:00,97566.71683421035
2035-01-07 04:00:00,102284.74575796588
2035-01-07 05:00:00,109017.65754181286
2035-01-07 06:00:00,103265.64699582463
2035-01-07 07:00:00,106024.08716310732
2035-01-07 08:00:00,101646.91436869682
2035-01-07 09:00:00,98058.68573671082
2035-01-07 10:00:00,85607.8330915057
2035-01-07 11:00:00,84377.63377936566
2035-01-07 12:00:00,78633.79193661235
2035-01-07 13:00:00,77489.23285130094
2035-01-07 14:00:00,72775.59048763124
2035-01-07 15:00:00,58417.08728314904
2035-01-07 16:00:00,65698.8908785594
2035-01-07 17:00:00,61657.70632405305
2035-01-07 18:00:00,59183.74423402031
2035-01-07 19:00:00,58795.7216115336
2035-01-07 20:00:00,65587.32021584637
2035-01-07 21:00:00,65536.57784444728
2035-01-07 22:00:00,73699.13134199363
2035-01-07 23:00:00,85142.54706903428
2035-01-08 00:00:00,82964.2567658579
2035-01-08 01:00:00,88594.78775912245
2035-01-08 02:00:00,87797.74217385468
2035-01-08 03:00:00,96995.76062054124
2035-01-08 04:00:00,100990.02993771304
2035-01-08 05:00:00,98311.55710603429
2035-01-08 06:00:00,106607.69160758794
2035-01-08 07:00:00,95792.34808694158
2035-01-08 08:00:00,100670.29660639455
2035-01-08 09:00:00,97846.05031462952
2035-01-08 10:00:00,93641.87837874304
2035-01-08 11:00:00,88262.2213886782
2035-01-08 12:00:00,79289.15416642398
2035-01-08 13:00:00,73204.96982005093
2035-01-08 14:00:00,75505.70850414493
2035-01-08 15:00:00,66751.17609276282
2035-01-08 16:00:00,64232.911433139154
2035-01-08 17:00:00,70082.05425037883
2035-01-08 18:00:00,64352.43856002537
2035-01-08 19:00:00,58815.398853195846
2035-01-08 20:00:00,61187.70814465912
2035-01-08 21:00:00,63773.626653128806
2035-01-08 22:00:00,74945.33864278371
2035-01-08 23:00:00,74496.5759031515
2035-01-09 00:00:00,78369.9655682091
2035-01-09 01:00:00,88036.77057699367
2035-01-09 02:00:00,89659.9356157575
2035-01-09 03:00:00,101286.7215407029
2035-01-09 04:00:00,98887.03090325638
2035-01-09 05:00:00,99536.78458567121
2035-01-09 06:00:00,103094.56796818662
2035-01-09 07:00:00,103942.216565644
2035-01-09 08:00:00,94608.5087372521
2035-01-09 09:00:00,96749.35736512959
2035-01-09 10:00:00,92825.30254513594
2035-01-09 11:00:00,90374.42015235568
2035-01-09 12:00:00,79198.07182032963
2035-01-09 13:00:00,72823.27784285882
2035-01-09 14:00:00,67177.4130363751
2035-01-09 15:00:00,64277.092287060084
2035-01-09 16:00:00,57574.99034297824
2035-01-09 17:00:00,59491.3816759199
2035-01-09 18:00:00,57780.80089114692
2035-01-09 19:00:00,61068.3240235183
2035-01-09 20:00:00,65126.65405785686
2035-01-09 21:00:00,64456.74424771718
2035-01-09 22:00:00,82734.74084975437
2035-01-09 23:00:00,77797.15292183845
2035-01-10 00:00:00,84709.2922210577
2035-01-10 01:00:00,86333.61105873718
2035-01-10 02:00:00,90405.86620854387
2035-01-10 03:00:00,95679.20747860507
2035-01-10 04:00:00,99510.95042758352
2035-01-10 05:00:00,103102.86017357754
2035-01-10 06:00:00,105532.80745146473
2035-01-10 07:00:00,105552.78067128762
2035-01-10 08:00:00,100916.28735615539
2035-01-10 09:00:00,98279.39089529515
2035-01-10 10:00:00,94174.60495256585
2035-01-10 11:00:00,83688.0091191904
2035-01-10 12:00:00,85185.41862594272
2035-01-10 13:00:00,74117.00338875128
2035-01-10 14:00:00,63251.65440333736
2035-01-10 15:00:00,62719.20178722097
2035-01-10 16:00:00,63394.49868611616
2035-01-10 17:00:00,56953.11122369297
2035-01-10 18:00:00,59772.96765096749
2035-01-10 19:00:00,57057.62885274067
2035-01-10 20:00:00,62702.51185109959
2035-01-10 21:00:00,63590.231230686055
2035-01-10 22:00:00,70646.81129346932
2035-01-10 23:00:00,80492.95434435247
2035-01-11 00:00:00,79464.35109890976
2035-01-11 01:00:00,80368.83772537971
2035-01-11 02:00:00,88007.19602257131
2035-01-11 03:00:00,97617.49759757497
2035-01-11 04:00:00,99139.05302965407
2035-01-11 05:00:00,101560.92552659084
2035-01-11 06:00:00,98943.56007075618
2035-01-11 07:00:00,95968.72583605244
2035-01-11 08:00:00,97289.74092031688
2035-01-11 09:00:00,93605.87806436028
2035-01-11 10:00:00,93939.23644400238
2035-01-11 11:00:00,90285.72669141623
2035-01-11 12:00:00,77942.68904153639
2035-01-11 13:00:00,78874.94207274322
2035-01-11 14:00:00,74811.09811657645
2035-01-11 15:00:00,67450.48544126486
2035-01-11 16:00:00,69250.22153576826
2035-01-11 17:00:00,62290.37880667292
2035-01-11 18:00:00,59691.93811577679
2035-01-11 19:00:00,58976.39441653769
2035-01-11 20:00:00,64351.26729132034
2035-01-11 21:00:00,64938.42942508915
2035-01-11 22:00:00,66404.54115256006
2035-01-11 23:00:00,77946.61369534643
2035-01-12 00:00:00,80624.44910506644
2035-01-12 01:00:00,81362.79017483022
2035-01-12 02:00:00,84111.15113896463
2035-01-12 03:00:00,95983.04990213877
2035-01-12 04:00:00,109163.61359318254
2035-01-12 05:00:00,100593.21379919868
2035-01-12 06:00:00,101903.35112787694
2035-01-12 07:00:00,103290.74229593638
2035-01-12 08:00:00,103057.46955349657
2035-01-12 09:00:00,97719.09857826203
2035-01-12 10:00:00,100299.62427842346
2035-01-12 11:00:00,93893.79198208246
2035-01-12 12:00:00,81232.72585982639
2035-01-12 13:00:00,78669.3663128684
2035-01-12 14:00:00,75143.09032925601
2035-01-12 15:00:00,64507.59437640313
2035-01-12 16:00:00,60568.40302152181
2035-01-12 17:00:00,59525.175995261176
2035-01-12 18:00:00,65267.05635765614
2035-01-12 19:00:00,66134.96039788205
2035-01-12 20:00:00,64661.54589212378
2035-01-12 21:00:00,66281.48867188104
2035-01-12 22:00:00,72897.32574254117
2035-01-12 23:00:00,81406.52301395446
2035-01-13 00:00:00,81988.10174549629
2035-01-13 01:00:00,90740.53098235311
2035-01-13 02:00:00,90213.68424812722
2035-01-13 03:00:00,94226.32942072264
2035-01-13 04:00:00,98868.24960468785
2035-01-13 05:00:00,109761.25879399727
2035-01-13 06:00:00,103325.18381769971
2035-01-13 07:00:00,98228.1012332798
2035-01-13 08:00:00,103428.37535867788
2035-01-13 09:00:00,88240.77998848204
2035-01-13 10:00:00,90137.53255707264
2035-01-13 11:00:00,84525.32538223542
2035-01-13 12:00:00,77543.36197392145
2035-01-13 13:00:00,78738.69312256733
2035-01-13 14:00:00,68978.47742438341
2035-01-13 15:00:00,69344.67342582875
2035-01-13 16:00:00,67499.10984404103
2035-01-13 17:00:00,62097.18729266096
2035-01-13 18:00:00,56132.726119186584
2035-01-13 19:00:00,59919.70362553042
2035-01-13 20:00:00,61780.915999293844
2035-01-13 21:00:00,69763.0157916375
2035-01-13 22:00:00,70886.08133035715
2035-01-13 23:00:00,76138.287520789
2035-01-14 00:00:00,82787.77813977485
2035-01-14 01:00:00,86420.30023837369
2035-01-14 02:00:00,92632.97299512339
2035-01-14 03:00:00,100549.5145436233
2035-01-14 04:00:00,97102.18263960861
2035-01-14 05:00:00,100659.16989097478
2035-01-14 06:00:00,102439.9333816573
2035-01-14 07:00:00,108451.5694223118
2035-01-14 08:00:00,102547.82529301175
2035-01-14 09:00:00,100224.1563391108
2035-01-14 10:00:00,85968.56109760673
2035-01-14 11:00:00,90697.22547465411
2035-01-14 12:00:00,81869.60260989092
2035-01-14 13:00:00,75654.63365657828
2035-01-14 14:00:00,71005.21274739684
2035-01-14 15:00:00,64717.59524018083
2035-01-14 16:00:00,67577.3924384058
2035-01-14 17:00:00,67173.63303304274
2035-01-14 18:00:00,64765.474012330655
2035-01-14 19:00:00,62831.56789354259
2035-01-14 20:00:00,60649.61940023221
2035-01-14 21:00:00,70834.94858780867
2035-01-14 22:00:00,76199.90596108083
2035-01-14 23:00:00,77270.63881350342
2035-01-15 00:00:00,78751.1346993864
2035-01-15 01:00:00,90172.9931598778
2035-01-15 02:00:00,88042.11940737505
2035-01-15 03:00:00,97581.36073014386
2035-01-15 04:00:00,99551.43518189205
2035-01-15 05:00:00,100902.55217907974
2035-01-15 06:00:00,99312.70275717872
2035-01-15 07:00:00,104345.38208308502
2035-01-15 08:00:00,98952.46080618106
2035-01-15 09:00:00,107067.72355733896
2035-01-15 10:00:00,93471.72381442707
2035-01-15 11:00:00,89045.86691138087
2035-01-15 12:00:00,90253.26092045032
2035-01-15 13:00:00,69743.54012111644
2035-01-15 14:00:00,65332.65886827891
2035-01-15 15:00:00,64182.36563267581
2035-01-15 16:00:00,61921.992827446666
2035-01-15 17:00:00,63104.11162173258
2035-01-15 18:00:00,58513.69354521322
2035-01-15 19:00:00,57571.162791476636
2035-01-15 20:00:00,63317.78597313902
2035-01-15 21:00:00,63775.060254583965
2035-01-15 22:00:00,71570.45021197817
2035-01-15 23:00:00,72929.3663046254
2035-01-16 00:00:00,86020.35271459405
2035-01-16 01:00:00,87779.23549603263
2035-01-16 02:00:00,93288.13788655915
2035-01-16 03:00:00,97073.30119859784
2035-01-16 04:00:00,95251.89381812159
2035-01-16 05:00:00,109556.12105675606
2035-01-16 06:00:00,110749.54343296366
2035-01-16 07:00:00,102845.21283147074
2035-01-16 08:00:00,104561.27796201338
2035-01-16 09:00:00,99963.55938001684
2035-01-16 10:00:00,91376.255100575
2035-01-16 11:00:00,89829.78106849325
2035-01-16 12:00:00,81375.32431093504
2035-01-16 13:00:00,74901.17766933714
2035-01-16 14:00:00,71713.9264529501
2035-01-16 15:00:00,58816.679763992295
2035-01-16 16:00:00,58622.886799931475
2035-01-16 17:00:00,62024.75072748004
2035-01-16 18:00:00,66880.0534490734
2035-01-16 19:00:00,60711.960360795296
2035-01-16 20:00:00,66790.31699094616
2035-01-16 21:00:00,65268.47639040712
2035-01-16 22:00:00,70603.31556263035
2035-01-16 23:00:00,77397.95469360508
2035-01-17 00:00:00,81239.32982431173
2035-01-17 01:00:00,82708.10754093267
2035-01-17 02:00:00,91955.36244028347
2035-01-17 03:00:00,94232.32261058014
2035-01-17 04:00:00,98085.77527766013
2035-01-17 05:00:00,101316.8493385417
2035-01-17 06:00:00,107976.38109539446
2035-01-17 07:00:00,107124.4065569739
2035-01-17 08:00:00,106477.21085517562
2035-01-17 09:00:00,107357.27391668936
2035-01-17 10:00:00,93782.03444269336
2035-01-17 11:00:00,87911.95454103105
2035-01-17 12:00:00,83996.48018670862
2035-01-17 13:00:00,76324.95995036162
2035-01-17 14:00:00,71687.08221456605
2035-01-17 15:00:00,68844.99772195019
2035-01-17 16:00:00,69095.74158417825
2035-01-17 17:00:00,67261.61861772637
2035-01-17 18:00:00,64773.697269233286
2035-01-17 19:00:00,64555.2422191929
2035-01-17 20:00:00,65678.79281718242
2035-01-17 21:00:00,70288.78468436096
2035-01-17 22:00:00,73946.11047935192
2035-01-17 23:00:00,80582.21149962232
2035-01-18 00:00:00,82500.1809205788
2035-01-18 01:00:00,89972.07248670976
2035-01-18 02:00:00,96224.05976094038
2035-01-18 03:00:00,98685.34151633806
2035-01-18 04:00:00,100765.24819036378
2035-01-18 05:00:00,100769.74105973305
2035-01-18 06:00:00,104671.94462994656
2035-01-18 07:00:00,104316.54283384794
2035-01-18 08:00:00,101921.15594948958
2035-01-18 09:00:00,99901.55278712224
2035-01-18 10:00:00,94430.66275665305
2035-01-18 11:00:00,89770.44800763893
2035-01-18 12:00:00,86617.2506524447
2035-01-18 13:00:00,81922.79613619727
2035-01-18 14:00:00,69708.9553625062
2035-01-18 15:00:00,67943.98045272756
2035-01-18 16:00:00,56987.19437571575
2035-01-18 17:00:00,64664.46051499716
2035-01-18 18:00:00,61829.34720985179
2035-01-18 19:00:00,67838.65102811198
2035-01-18 20:00:00,64554.67127741886
2035-01-18 21:00:00,73472.16327740096
2035-01-18 22:00:00,71458.00034155413
2035-01-18 23:00:00,80420.19432386874
2035-01-19 00:00:00,89145.36554661838
2035-01-19 01:00:00,93943.86248029357
2035-01-19 02:00:00,92906.67434268784
2035-01-19 03:00:00,96480.88829124602
2035-01-19 04:00:00,102805.47617299031
2035-01-19 05:00:00,107373.84906212341
2035-01-19 06:00:00,105596.22137693722
2035-01-19 07:00:00,104579.91622850017
2035-01-19 08:00:00,105016.24758362194
2035-01-19 09:00:00,96332.17734551897
2035-01-19 10:00:00,97581.90347146257
2035-01-19 11:00:00,89236.10138369484
2035-01-19 12:00:00,88760.49985520344
2035-01-19 13:00:00,80548.54603444727
2035-01-19 14:00:00,73218.25885793261
2035-01-19 15:00:00,67231.5484796272
2035-01-19 16:00:00,69440.55520318134
2035-01-19 17:00:00,62304.74261640692
2035-01-19 18:00:00,63052.92891557473
2035-01-19 19:00:00,64428.58126494081
2035-01-19 20:00:00,68997.10448592472
2035-01-19 21:00:00,72769.1258877226
2035-01-19 22:00:00,63175.39248182822
2035-01-19 23:00:00,77281.9213867304
2035-01-20 00:00:00,82244.0303066198
2035-01-20 01:00:00,87399.28868945393
2035-01-20 02:00:00,98414.44248370035
2035-01-20 03:00:00,98567.98347884903
2035-01-20 04:00:00,104214.96705859686
2035-01-20 05:00:00,104791.63527874976
2035-01-20 06:00:00,107295.99973584215
2035-01-20 07:00:00,106330.48697290383
2035-01-20 08:00:00,103523.17918190647
2035-01-20 09:00:00,99461.92861319578
2035-01-20 10:00:00,96667.47850034262
2035-01-20 11:00:00,90521.59439718844
2035-01-20 12:00:00,88859.59388492921
2035-01-20 13:00:00,84703.45134938728
2035-01-20 14:00:00,74004.71882436941
2035-01-20 15:00:00,78934.27331571124
2035-01-20 16:00:00,72032.06593111638
2035-01-20 17:00:00,67176.87110005847
2035-01-20 18:00:00,64412.24409378303
2035-01-20 19:00:00,64589.883834177264
2035-01-20 20:00:00,69967.90423480906
2035-01-20 21:00:00,73966.33658411547
2035-01-20 22:00:00,73408.22143097543
2035-01-20 23:00:00,85265.70072327623
2035-01-21 00:00:00,92670.71599921556
2035-01-21 01:00:00,94389.73816509923
2035-01-21 02:00:00,96657.91209536535
2035-01-21 03:00:00,98948.43261282619
2035-01-21 04:00:00,108218.77700253895
2035-01-21 05:00:00,108925.14952392774
2035-01-21 06:00:00,108351.51993832654
2035-01-21 07:00:00,110224.28573386215
2035-01-21 08:00:00,108379.66444205513
2035-01-21 09:00:00,98807.4535778199
2035-01-21 10:00:00,101726.73510790165
2035-01-21 11:00:00,91332.90442611487
2035-01-21 12:00:00,92505.81424275994
2035-01-21 13:00:00,79439.26071827784
2035-01-21 14:00:00,76667.4650754226
2035-01-21 15:00:00,65647.85355275514
2035-01-21 16:00:00,68026.41027730529
2035-01-21 17:00:00,67772.74689846806
2035-01-21 18:00:00,57787.84235000311
2035-01-21 19:00:00,68501.07526491636
2035-01-21 20:00:00,65104.23024065395
2035-01-21 21:00:00,75334.46948465625
2035-01-21 22:00:00,84047.97649885344
2035-01-21 23:00:00,80777.99295371807
2035-01-22 00:00:00,93593.77797108205
2035-01-22 01:00:00,84345.84413465757
2035-01-22 02:00:00,99655.82964463103
2035-01-22 03:00:00,103889.25578668997
2035-01-22 04:00:00,107404.24813510172
2035-01-22 05:00:00,104623.74438153766
2035-01-22 06:00:00,105893.67333902228
2035-01-22 07:00:00,112138.23986910789
2035-01-22 08:00:00,107118.19333350801
2035-01-22 09:00:00,107047.46430441398
2035-01-22 10:00:00,103118.37261158777
2035-01-22 11:00:00,96546.26116667251
2035-01-22 12:00:00,85261.71319025509
2035-01-22 13:00:00,79593.66945570163
2035-01-22 14:00:00,82473.8847475567
2035-01-22 15:00:00,74596.4405629411
2035-01-22 16:00:00,70536.13179416067
2035-01-22 17:00:00,71816.11067088711
2035-01-22 18:00:00,71062.71946276251
2035-01-22 19:00:00,69347.28167148329
2035-01-22 20:00:00,75026.83389470082
2035-01-22 21:00:00,69759.47468636457
2035-01-22 22:00:00,81162.9215691858
2035-01-22 23:00:00,84410.38383786689
2035-01-23 00:00:00,89815.71513327595
2035-01-23 01:00:00,92926.6184545246
2035-01-23 02:00:00,97705.23414437454
2035-01-23 03:00:00,105047.11791733289
2035-01-23 04:00:00,109626.8384399395
2035-01-23 05:00:00,113388.23344225842
2035-01-23 06:00:00,113963.16955916674
2035-01-23 07:00:00,114952.87501516048
2035-01-23 08:00:00,108383.62886370042
2035-01-23 09:00:00,101643.38275909623
2035-01-23 10:00:00,103105.6706280051
2035-01-23 11:00:00,90806.88580060627
2035-01-23 12:00:00,90387.16877578963
2035-01-23 13:00:00,88744.766643248
2035-01-23 14:00:00,80013.19704534269
2035-01-23 15:00:00,77451.60594862104
2035-01-23 16:00:00,70306.85118934953
2035-01-23 17:00:00,66714.37280893087
2035-01-23 18:00:00,65175.014667149684
2035-01-23 19:00:00,66173.21656398154
2035-01-23 20:00:00,70102.30993707801
2035-01-23 21:00:00,79002.92595305813
2035-01-23 22:00:00,81700.33685417844
2035-01-23 23:00:00,82713.6514733041
2035-01-24 00:00:00,93823.4993940508
2035-01-24 01:00:00,93197.33325637513
2035-01-24 02:00:00,104720.27382664643
2035-01-24 03:00:00,109655.42055410428
2035-01-24 04:00:00,106506.67895633515
2035-01-24 05:00:00,116779.3694733704
2035-01-24 06:00:00,114900.95171669222
2035-01-24 07:00:00,109523.32934816428
2035-01-24 08:00:00,113835.60433483463
2035-01-24 09:00:00,104598.79785368482
2035-01-24 10:00:00,103373.45637282333
2035-01-24 11:00:00,98304.77627469326
2035-01-24 12:00:00,92910.857622288
2035-01-24 13:00:00,87217.093178602
2035-01-24 14:00:00,76971.09052599296
2035-01-24 15:00:00,75631.60737070252
2035-01-24 16:00:00,69574.45286191565
2035-01-24 17:00:00,77029.92592083849
2035-01-24 18:00:00,66323.01879929734
2035-01-24 19:00:00,70319.14290081665
2035-01-24 20:00:00,70275.55586451269
2035-01-24 21:00:00,77436.69752122907
2035-01-24 22:00:00,79631.29250487327
2035-01-24 23:00:00,85189.55453677586
2035-01-25 00:00:00,83057.96413952745
2035-01-25 01:00:00,93020.36924234702
2035-01-25 02:00:00,104021.55356710865
2035-01-25 03:00:00,101542.60909552086
2035-01-25 04:00:00,109046.67380931012
2035-01-25 05:00:00,114470.80502810425
2035-01-25 06:00:00,112322.69684069976
2035-01-25 07:00:00,115672.86786262115
2035-01-25 08:00:00,114126.56553317311
2035-01-25 09:00:00,105516.19677900613
2035-01-25 10:00:00,100455.7636550387
2035-01-25 11:00:00,98959.96682939379
2035-01-25 12:00:00,90011.27543776587
2035-01-25 13:00:00,84539.77402974966
2035-01-25 14:00:00,83289.1023403297
2035-01-25 15:00:00,80222.00970229291
2035-01-25 16:00:00,74608.8131457417
2035-01-25 17:00:00,73875.76811482738
2035-01-25 18:00:00,72116.27196557494
2035-01-25 19:00:00,67738.6986633242
2035-01-25 20:00:00,76844.28317121185
2035-01-25 21:00:00,74386.32340892508
2035-01-25 22:00:00,76686.65554887487
2035-01-25 23:00:00,91128.37243716994
2035-01-26 00:00:00,92167.20666726926
2035-01-26 01:00:00,98159.2131296169
2035-01-26 02:00:00,99934.91217432788
2035-01-26 03:00:00,107731.93757020759
2035-01-26 04:00:00,106037.24595887407
2035-01-26 05:00:00,116584.60279684393
2035-01-26 06:00:00,112570.00223252771
2035-01-26 07:00:00,113527.93469758857
2035-01-26 08:00:00,108752.19531453037
2035-01-26 09:00:00,107476.65178848666
2035-01-26 10:00:00,102387.64619723061
2035-01-26 11:00:00,98748.58334639644
2035-01-26 12:00:00,92493.25490892825
2035-01-26 13:00:00,89536.76225487978
2035-01-26 14:00:00,80340.38401340619
2035-01-26 15:00:00,81316.36987624997
2035-01-26 16:00:00,72931.37565825938
2035-01-26 17:00:00,73932.48072590199
2035-01-26 18:00:00,73247.0516774119
2035-01-26 19:00:00,70924.34764441472
2035-01-26 20:00:00,77778.09871538315
2035-01-26 21:00:00,80686.57429922308
2035-01-26 22:00:00,80035.37851064066
2035-01-26 23:00:00,94833.23801792397
2035-01-27 00:00:00,93298.60837771095
2035-01-27 01:00:00,102815.66220843668
2035-01-27 02:00:00,108602.18987648407
2035-01-27 03:00:00,111880.20560164165
2035-01-27 04:00:00,107537.23389679048
2035-01-27 05:00:00,117957.95922579375
2035-01-27 06:00:00,116570.36169147432
2035-01-27 07:00:00,113653.86317523048
2035-01-27 08:00:00,109674.33944320514
2035-01-27 09:00:00,110556.06366634736
2035-01-27 10:00:00,104725.13239742805
2035-01-27 11:00:00,102164.1343637811
2035-01-27 12:00:00,94744.73508182776
2035-01-27 13:00:00,89168.11365613509
2035-01-27 14:00:00,86080.4363080282
2035-01-27 15:00:00,79355.72403000569
2035-01-27 16:00:00,73434.59329676793
2035-01-27 17:00:00,67737.36008716952
2035-01-27 18:00:00,69875.19910769166
2035-01-27 19:00:00,77314.60293971469
2035-01-27 20:00:00,73709.25826326525
2035-01-27 21:00:00,83879.87891650836
2035-01-27 22:00:00,87053.43965934428
2035-01-27 23:00:00,88761.73193186063
2035-01-28 00:00:00,93780.11082637
2035-01-28 01:00:00,97456.05014743007
2035-01-28 02:00:00,109555.5838822091
2035-01-28 03:00:00,110147.1627634775
2035-01-28 04:00:00,116147.661636784
2035-01-28 05:00:00,111856.45342419345
2035-01-28 06:00:00,113752.83440682363
2035-01-28 07:00:00,113749.5154058455
2035-01-28 08:00:00,109515.36296283737
2035-01-28 09:00:00,108543.28339021018
2035-01-28 10:00:00,103449.65771566826
2035-01-28 11:00:00,102441.51056556584
2035-01-28 12:00:00,95071.49136812611
2035-01-28 13:00:00,91792.68695818081
2035-01-28 14:00:00,85249.25749109514
2035-01-28 15:00:00,77298.98098388372
